Driver_ID,X_Coordinate,Y_Coordinate,Price_per_km
Driver_120,246.1757808249132,24.790314824192034,10.38
Driver_121,495.67787697560834,171.25400888856214,11.6
Driver_122,582.6391793364758,383.02507318446646,10.8
Driver_123,486.7382007592024,347.019527064114,18.66
Driver_124,292.56834880234163,498.102569803038,6.3
Driver_125,498.7537403680015,407.9990096271732,14.15
Driver_126,628.8332388665577,278.2112769947549,13.18
Driver_127,46.90999669914743,132.7094872907,12.17
Driver_128,279.4943597461705,375.2448134877593,9.41
Driver_129,501.9993551143622,330.86981620961893,12.93
Driver_130,78.5336669872615,539.5414331045125,17.51
Driver_131,511.04298967914207,414.0473643132302,11.67
Driver_132,492.2784770038797,551.423991287448,14.34
Driver_133,470.04506252642216,39.862590750339784,19.77
Driver_134,40.97919436990669,456.98096407231066,6.36
Driver_135,666.3545155729862,167.20932240507472,14.3
Driver_136,16.15126212507115,361.38186391050505,6.31
Driver_137,478.56015382650554,24.37355089295845,11.34
Driver_138,336.6339272890775,44.24801820053936,12.98
Driver_139,373.4908494206743,152.12973299398786,16.57
Driver_140,588.277941409062,65.33989183770329,9.45
Driver_141,611.2808046550032,464.47451516346456,5.29
Driver_142,443.7484934454944,423.7125732033621,13.13
Driver_143,52.11334341016539,54.08644701730708,9.34
Driver_144,513.9889651450904,579.8725851767861,6.91
Driver_145,250.11000468397796,272.4972035378642,10.81
Driver_146,612.6106194552151,484.5125650136104,6.55
Driver_147,607.435316063124,535.0200526070614,11.04
Driver_148,614.9826482875183,327.3608381347779,7.85
Driver_149,665.6226728635412,88.13903876729078,7.35
Driver_150,332.5759986993202,270.0895500157358,10.6
Driver_151,210.61453116163608,156.74764840497596,13.09
Driver_152,505.04547270436217,259.21091478312457,18.63
Driver_153,420.28637714111517,149.9205493382799,13.4
Driver_154,619.3476300863405,279.24111234209505,5.15
Driver_155,325.16983546283296,281.564282532812,17.22
Driver_156,669.4674846356754,175.29492877512698,17.1
Driver_157,209.52477275064058,539.7626743724979,19.79
Driver_158,516.8697328039195,534.8572732878581,17.18
Driver_159,171.94308868544894,260.7822710998587,17.64
Driver_160,64.28487586805349,563.6638355461059,5.77
Driver_161,256.81318897084634,278.962357855514,18.04
Driver_162,563.1585889552033,481.5766463191319,15.3
Driver_163,509.9797610048113,330.7794065335211,13.28
Driver_164,54.514250714955224,588.1256970655447,19.67
Driver_165,313.6896729104169,44.09556642437325,12.55
Driver_166,194.34958959622955,277.8124368577471,16.5
Driver_167,96.5917789954922,178.8800776567631,6.66
Driver_168,231.12220853844002,469.90699742358646,19.85
Driver_169,677.3636450481381,432.94012778617406,8.2
Driver_170,75.75694954673925,521.9926885031991,10.82
Driver_171,361.97605557788006,117.53548706236195,7.75
Driver_172,17.13067476366177,569.493323617738,14.07
Driver_173,327.08939844066623,185.8601373895243,12.5
Driver_174,635.155290260212,30.127579373807187,11.93
Driver_175,594.6167213708595,112.6131556377451,17.06
Driver_176,444.19867524390537,425.7899273187571,17.94
Driver_177,575.7270761894546,518.9959163508051,11.17
Driver_178,162.6455625592226,450.77624463855346,11.74
Driver_179,64.72636119208258,149.78069322492425,19.77
Driver_180,538.8526271750384,66.36773252436231,8.44
Driver_181,277.78588958189187,197.80853170731012,16.21
Driver_182,77.27654342815543,209.33860274506404,17.34
Driver_183,260.38618172245276,561.1913692223014,7.61
Driver_184,377.97673185425583,74.81204997960954,13.32
Driver_185,564.4058029605981,508.70272994730846,19.93
Driver_186,208.62807225886212,209.07286906851863,14.84
Driver_187,528.2858943462896,452.1755510553952,6.35
Driver_188,634.953545947783,286.01770841427054,11.87
Driver_189,592.2319241810696,283.8004676028779,16.58
Driver_190,347.12091387665726,326.15619905861615,12.93
Driver_191,235.3083029260073,253.88827348096336,15.01
Driver_192,486.3964651579462,278.70296125633985,14.39
Driver_193,185.02801915834738,295.72249194082156,14.58
Driver_194,456.96853127832213,506.4685150354101,12.55
Driver_195,194.89692068087987,532.9156240790672,18.61
Driver_196,592.2158157323078,383.22597992383623,8.74
Driver_197,517.4287351933583,497.9041997612118,10.42
Driver_198,564.3978905790705,380.7168095914276,14.81
Driver_199,49.95523380064654,32.23455552401746,11.9
Driver_200,336.9176245044552,152.2454358822854,6.05
Driver_201,425.106214175293,535.3513284444354,18.96
Driver_202,329.395035381722,522.5946690959472,5.23
Driver_203,458.9344381511289,276.16832456138195,9.5
Driver_204,59.80636337593429,191.76370062690097,16.22
Driver_205,621.7857113224934,319.65626355214664,8.87
Driver_206,561.1536175197994,246.8545758915562,19.07
Driver_207,138.26352393684903,340.2525561994466,7.97
Driver_208,363.31546513316425,197.4347697626484,11.02
Driver_209,285.78761777232813,519.323829777942,18.46
Driver_210,449.074604103195,330.83683321822537,7.4
Driver_211,171.54252981783992,558.1305256538285,11.38
Driver_212,620.9345424584485,410.1210420913722,6.01
Driver_213,497.87741485832163,463.00433811409425,5.48
Driver_214,553.3192352488854,316.343938968402,11.5
Driver_215,372.46966295294453,583.9503626988495,10.07
Driver_216,469.38599064583417,120.38038353432384,13.77
Driver_217,489.6124087964975,40.02327982989803,16.69
Driver_218,252.9063622936346,182.79276066090895,8.64
Driver_219,67.44759291828973,12.133720881370103,5.92
Driver_220,48.467584827223945,422.90171512405317,9.28
Driver_221,91.00563495230163,95.8663077355835,9.75
Driver_222,79.16206305343519,228.7756984552055,13.96
Driver_223,555.1794422098706,314.56500956259634,9.41
Driver_224,441.5508880847976,370.28413663750814,15.92
Driver_225,597.65132126071,540.5052292777376,12.32
Driver_226,414.28222104729224,20.11428171627499,15.76
Driver_227,279.79429553558214,235.56246814056476,11.72
Driver_228,293.6732353917299,377.30797901005354,18.41
Driver_229,57.55439206920389,46.73993252436043,13.33
Driver_230,265.4676694303105,371.07134381901955,7.75
Driver_231,309.07849062480005,542.9970019585473,19.23
Driver_232,361.831729888502,220.68494866549847,15.83
Driver_233,289.14415044470974,337.6965776433732,17.74
Driver_234,455.2640334185235,420.28188567533454,15.21
Driver_235,263.6040580964021,466.92665454266086,9.0
Driver_236,633.9258079881047,470.19579112585154,8.97
Driver_237,116.12619363565767,405.9851823684026,5.57
Driver_238,281.92439440507536,208.11912095801975,13.87
Driver_239,480.16549258353183,148.10428373162532,19.81
Driver_240,396.06527299844794,154.51525620133455,8.36
Driver_241,675.3820829515768,250.8472826397539,5.21
Driver_242,669.2866375592997,567.7881690018935,11.19
Driver_243,518.0774331925115,201.12086990566422,19.98
Driver_244,88.65032091593342,128.5370993526255,9.8
Driver_245,123.29486286566339,262.31537970287974,13.99
Driver_246,13.51186471585287,229.88293978436337,14.65
Driver_247,316.36687423442464,78.74453547967585,17.98
Driver_248,382.5160690303219,217.67931309929276,12.92
Driver_249,214.7079271900728,421.34991497203504,7.01
Driver_250,301.7634552320984,14.49496093057855,5.23
Driver_251,522.0161127271905,507.2059057649006,6.94
Driver_252,330.6232433702805,482.8605600072095,12.02
Driver_253,230.13118175078023,564.0224366630464,18.11
Driver_254,151.88715309551534,67.92595924544456,15.76
Driver_255,583.7526839745259,150.6828959017255,12.05
Driver_256,103.6312460915816,83.20637506305545,12.69
Driver_257,294.7035763628716,110.17651861529396,6.51
Driver_258,145.7223852376319,422.80823026676967,15.36
Driver_259,136.4226890790062,357.7714036831153,9.99
Driver_260,276.9640892525234,440.7169899842184,10.37
Driver_261,428.8701703918593,189.63948773201923,9.11
Driver_262,380.1244965688165,524.5652143677515,12.78
Driver_263,409.5240860242338,203.43714178309,17.5
Driver_264,423.92789161619663,555.3953659763724,11.58
Driver_265,35.33072999847707,455.69439385554097,16.41
Driver_266,677.7342097430934,193.96539757831363,17.66
Driver_267,474.48369227669565,175.68292477616993,11.68
Driver_268,426.36837197243625,369.75516208124475,16.07
Driver_269,164.99255514960333,78.59250295551999,14.38
Driver_270,233.32913950248388,379.80634700820156,11.63
Driver_271,78.25287934735914,15.504651846625354,10.67
Driver_272,227.68708386401784,376.83314951271007,15.48
Driver_273,106.30146407121781,340.04845368310635,12.11
Driver_274,283.46227979885884,428.5820889157988,17.71
Driver_275,183.4131107107661,271.74709880932664,11.01
Driver_276,298.2612529462071,488.9887684140553,8.55
Driver_277,315.1250566904556,193.92389203428257,8.72
Driver_278,65.23050564262664,399.0784953401825,17.17
Driver_279,630.552604164162,367.7303621834918,14.97
Driver_280,430.17165805041384,510.2375353244826,5.02
Driver_281,195.43334536081343,545.2046006781859,14.56
Driver_282,376.11147002192337,494.18319833723467,13.32
Driver_283,530.9472953767375,158.03196162588895,16.29
Driver_284,507.7525020343777,66.35282514283537,7.98
Driver_285,173.3871906494423,510.1272680172506,15.34
Driver_286,202.16377304946488,537.8096804124468,7.75
Driver_287,328.33046326754203,36.383720423735866,13.83
Driver_288,544.543772562643,350.8783372271315,13.14
Driver_289,167.68588927551835,567.8265073750671,19.57
Driver_290,677.6573974232859,324.3104763146307,16.23
Driver_291,131.76338142332884,59.335519358553526,11.78
Driver_292,452.5981611095014,368.4202539555842,11.11
Driver_293,259.4969515598256,583.1397682409869,17.86
Driver_294,635.9847108136477,398.29365833609484,7.61
Driver_295,161.02843827155166,493.5224170552925,6.88
Driver_296,161.3416223659985,536.017346963054,7.76
Driver_297,181.05167657505555,202.6011227595988,8.69
Driver_298,580.252695943918,414.37530462621555,16.75
Driver_299,558.4431374386364,430.4473317675468,12.54
Driver_300,269.346306997517,122.82736116865851,17.38
Driver_301,407.5752901976741,426.91712334686997,9.76
Driver_302,390.5308645719645,366.4058087139885,17.41
Driver_303,203.55244991462234,179.67162374787344,15.46
Driver_304,153.85739196888125,250.41951134562896,13.46
Driver_305,104.74195099302794,546.5445890697141,17.51
Driver_306,160.64199673133487,96.03979069191958,13.11
Driver_307,540.8424047262257,122.43355542362426,19.71
Driver_308,457.3378708733723,126.88983550326022,14.78
Driver_309,675.8666521674279,89.23215026865464,10.6
Driver_310,669.5150922718042,398.4558102289922,10.32
Driver_311,325.173854910678,527.5437584302027,15.75
Driver_312,16.734333375128433,396.2686288976296,10.45
Driver_313,171.19922241140796,385.0749273728357,7.12
Driver_314,92.44058423919105,508.2699820506013,7.15
Driver_315,394.30579804520863,273.01998983714464,10.52
Driver_316,506.32836148715205,181.01747253434067,19.91
Driver_317,92.60501905822316,266.39518551626,6.7
Driver_318,333.49968596000053,234.1289593649653,6.89
Driver_319,58.19618642968499,567.7073606226954,16.47
Driver_320,37.4014854170853,588.0202943914104,5.97
Driver_321,659.3962525294453,68.94572099154502,11.7
Driver_322,599.5448197902837,425.5275885474939,11.69
Driver_323,479.7476624058922,214.47008896033702,16.47
Driver_324,33.56382223360019,285.1300642178699,19.17
Driver_325,600.6813602805636,284.93264392788865,5.47
Driver_326,298.4063011844399,168.24517680347412,18.32
Driver_327,419.10783183330796,370.9975354398717,18.24
Driver_328,587.4897942491281,280.16931505910986,14.18
Driver_329,585.6620470103823,439.04264623693274,5.63
Driver_330,171.17167649100375,92.78127381846254,6.36
Driver_331,90.89927420779266,194.12947048059218,18.12
Driver_332,568.2660238799793,320.5334109314537,15.93
Driver_333,160.49608882387423,140.0973845290757,7.91
Driver_334,522.069622562343,345.25507214898,16.95
Driver_335,622.5857069784079,231.92119549648564,9.23
Driver_336,432.13179890983275,86.27610870435251,16.26
Driver_337,48.532042016347596,157.6293557519574,6.04
Driver_338,170.97410714397964,235.030650210821,11.02
Driver_339,173.8308920356272,170.1664502373756,5.68
Driver_340,282.9973156051016,544.0704647833248,11.72
Driver_341,543.9102793388977,44.827963263438114,15.31
Driver_342,127.25307555697799,464.93998798784037,16.91
Driver_343,323.699352527715,486.4671975468945,13.79
Driver_344,244.4919311849678,62.40447257302964,15.1
Driver_345,599.8121363405751,92.65964483937452,14.01
Driver_346,647.2504238646619,319.39930570005936,19.92
Driver_347,474.9906271373195,496.1994807167129,10.51
Driver_348,282.6647564558485,502.10231925563346,14.13
Driver_349,480.60442886046764,352.6495577146825,13.45
Driver_350,248.57675262847238,278.2538245915203,16.92
Driver_351,499.0421671640741,101.88073461593346,18.11
Driver_352,267.2178152491075,399.6916182550458,13.36
Driver_353,597.7666004478133,421.3953666923991,14.33
Driver_354,680.8884497818894,209.53494309377956,8.02
Driver_355,220.82525314629297,537.4361703943239,9.34
Driver_356,537.5286573226832,171.7079464936945,15.91
Driver_357,283.5898402857161,34.60100482234666,15.75
Driver_358,627.8100813093266,483.16319853713475,15.23
Driver_359,361.12725050822996,480.2395561672244,12.69
Driver_360,258.8412981144837,511.27221336338835,13.76
Driver_361,641.0143259480137,486.3524839505814,19.85
Driver_362,56.7534249000058,425.8253810183334,8.79
Driver_363,677.3332660932809,131.71702953998596,18.15
Driver_364,26.436366103910366,267.2587046742913,10.78
Driver_365,155.58087596708646,471.7025637447859,8.74
Driver_366,155.6641552314789,295.85367180796464,7.53
Driver_367,598.0360753646517,346.3959367771872,12.96
Driver_368,587.4232093882998,155.94038585050086,8.15
Driver_369,362.5718099377769,11.43910224535842,9.66
Driver_370,527.532589211347,73.4407367566767,10.07
Driver_371,688.2835018074976,136.59505280774903,6.9
Driver_372,362.07778314472984,219.63352576564967,18.93
Driver_373,347.2188763171783,29.124864986065262,17.48
Driver_374,220.71626435465797,561.7720186981429,16.42
Driver_375,185.08017288921639,105.98381724889538,15.03
Driver_376,154.26214527162574,104.37359003648191,11.63
Driver_377,95.01520227693578,577.8055656532072,7.5
Driver_378,255.62259721786822,526.8170548238026,17.46
Driver_379,481.2350923347914,121.2032286977343,14.53
Driver_380,646.6542612531949,189.82022610280012,16.97
Driver_381,407.2122927436387,313.1685131198499,8.22
Driver_382,549.0274232206384,153.3772885481921,14.32
Driver_383,664.4141523971914,346.7418909791989,16.41
Driver_384,508.34082336537756,263.17131221900854,6.92
Driver_385,346.5259498512168,144.8368485441915,19.03
Driver_386,284.7535356374766,348.27988366184064,19.74
Driver_387,598.1247872732414,212.29499569450013,7.59
Driver_388,39.20863792305325,162.88386968089932,15.23
Driver_389,537.2678321930179,185.145344432816,12.35
Driver_390,215.3594445583708,124.03312214640721,14.86
Driver_391,566.6387628496158,421.9387382520591,12.6
Driver_392,19.046212891064485,188.792904378167,10.52
Driver_393,251.38245485111534,460.98645895254646,13.9
Driver_394,83.30366313542592,217.3857303845927,6.0
Driver_395,285.0521388863413,189.66610773509987,17.2
Driver_396,228.55075051361524,448.69839574594914,19.85
Driver_397,273.4157172159893,220.95864107776538,11.95
Driver_398,287.8995768654202,258.0704343703711,14.32
Driver_399,74.56511523910883,472.4680262446225,18.8
Driver_400,383.71018249981444,173.074894945771,11.98
Driver_401,563.4698464557317,400.59568162879447,15.5
Driver_402,329.7944360976494,538.0654111577385,10.85
Driver_403,309.1100706468047,141.72168079834347,18.95
Driver_404,206.2097021525907,94.95194913023798,16.11
Driver_405,253.5640976423501,188.41631133513226,16.33
Driver_406,167.1017131958634,36.15280965583685,8.95
Driver_407,54.881298180129804,306.67999535291773,17.3
Driver_408,438.81921478461203,34.802358275701216,8.11
Driver_409,529.690878456908,277.82235447472897,13.09
Driver_410,665.4420611016075,381.08743920527974,15.48
Driver_411,545.4743371893541,168.20518723378015,8.84
Driver_412,77.26421535139104,241.2348305594033,12.55
Driver_413,140.53501719087816,49.76840174213591,19.95
Driver_414,33.52809132064468,284.69734955242615,6.01
Driver_415,665.6035614909609,434.95826179867544,18.66
Driver_416,660.8480570805286,515.5905907836637,10.01
Driver_417,274.5728615671074,244.26191667224336,6.82
Driver_418,27.145595429105942,70.51948683751063,18.57
Driver_419,503.0792723970685,177.84558995596063,9.75
Driver_420,229.0724867796638,311.56155669462026,8.43
Driver_421,408.27937321893506,295.9658808192165,16.87
Driver_422,406.69491860831414,453.08933437327795,19.15
Driver_423,364.421549679532,468.52620365967897,19.78
Driver_424,222.69528225899393,226.1196936574041,12.56
Driver_425,326.07195771568314,41.31830157177033,18.3
Driver_426,278.7694839679251,502.02814617169497,14.35
Driver_427,254.06512517239895,39.10516902907389,12.33
Driver_428,584.403236210663,243.86783368268306,5.62
Driver_429,681.0075099615251,563.8525014579743,10.48
Driver_430,89.4411518301529,569.8149095238194,18.98
Driver_431,106.58674885808732,367.1090980864108,19.15
Driver_432,611.2350705570526,289.4973571283431,10.96
Driver_433,51.584215935379454,95.03262130246627,12.85
Driver_434,618.8339230652084,506.9979317268419,6.0
Driver_435,173.57712109675947,356.47837854298393,6.64
Driver_436,578.6015173962423,310.20825830990174,17.38
Driver_437,373.79804142493794,310.3469639206633,8.85
Driver_438,118.23414419658438,147.1666278563923,16.23
Driver_439,447.95626781377564,460.0603960774159,13.69
Driver_440,614.4593197279385,278.91187517751996,14.81
Driver_441,334.5043781876602,152.2840552839807,10.56
Driver_442,601.8723735051483,355.7164023370094,16.94
Driver_443,518.4911800039895,357.3735506930118,9.21
Driver_444,112.43149417431692,461.88014371413124,8.76
Driver_445,349.6725146234892,439.3840986716636,6.99
Driver_446,264.6996670930008,293.21473347786997,8.39
Driver_447,307.7226608012068,242.9643395131152,14.19
Driver_448,541.488784189157,292.3397527700727,11.11
Driver_449,521.9389994742401,150.6724242357989,14.59
Driver_450,505.77399697751656,350.21079706876355,16.77
Driver_451,135.72952154652546,196.0078686793601,17.35
Driver_452,373.42474756064695,354.6683602541543,5.08
Driver_453,430.15410648522834,287.37525079450603,11.19
Driver_454,579.1047236286538,328.98315777330436,11.16
Driver_455,679.7921016867475,178.18363538939482,8.31
Driver_456,290.7990201877237,315.8439813592147,14.46
Driver_457,512.7187344842835,519.8114981572508,15.88
Driver_458,308.72780014549363,354.76065510138335,6.86
Driver_459,283.97314102675256,584.175629246238,5.58
Driver_460,376.4178472862978,220.86219324801252,10.04
Driver_461,14.985726668423611,322.0774004832699,11.78
Driver_462,84.97826867923725,387.6938090404014,14.98
Driver_463,640.0403632798781,567.0397621248131,13.63
Driver_464,25.745285468423486,220.06507256911522,8.98
Driver_465,84.22613362831197,368.90686102042855,19.2
Driver_466,499.2698140536989,588.9466013659935,16.84
Driver_467,163.43635263558983,159.86621789485966,16.79
Driver_468,402.48314439825964,578.932914885431,17.0
Driver_469,270.4722629350044,393.26031818630173,10.1
Driver_470,494.787630311342,513.6838729146455,19.0
Driver_471,85.72935610597358,62.927875064016746,10.61
Driver_472,365.4763251154414,377.7204368270455,5.0
Driver_473,615.4330120739014,226.20430620191863,8.78
Driver_474,136.4756343254819,318.2497489827278,12.69
Driver_475,387.7633104147688,15.78467322716273,11.36
Driver_476,142.35820571242397,102.3827291884586,16.58
Driver_477,239.95489299577366,551.4328642474528,14.78
Driver_478,310.42484184126175,351.60290266802576,12.33
Driver_479,415.8449674552894,121.87053596730158,5.89
Driver_480,418.3144007759366,49.095768984223554,7.6
Driver_481,231.5252319970713,57.08616210150326,16.49
Driver_482,304.36815929396016,534.5301448460974,14.7
Driver_483,651.5479623061852,178.22086973076924,13.33
Driver_484,661.8328275319994,338.08402017480194,6.74
Driver_485,362.1444566739559,405.05282061331764,11.71
Driver_486,559.9482362834564,166.38582709920817,10.33
Driver_487,642.2747041735616,274.9053155072878,12.06
Driver_488,256.53516789908883,358.5891575632358,14.22
Driver_489,166.84611447562233,539.4381423377894,12.5
Driver_490,15.337276765564862,88.73400330390942,15.52
Driver_491,345.88712527444915,290.8018688536382,12.22
Driver_492,653.6935632670383,408.2384290594703,18.48
Driver_493,233.6187444924258,555.1276686838091,13.31
Driver_494,539.8659959580939,24.6287508911387,12.96
Driver_495,326.7674914677405,103.66217016420494,13.8
Driver_496,480.4112384078904,136.15743890606018,16.59
Driver_497,34.05526648614206,437.82837009441454,5.31
Driver_498,189.90236408127396,223.12143428669185,8.53
Driver_499,251.18793122493827,17.71564116524737,11.86
Driver_500,284.87312514891437,129.25897520240386,5.93
Driver_501,274.27833187588067,513.7706507201492,15.83
Driver_502,43.83191312592066,298.65261092497525,6.99
Driver_503,248.6268510590889,286.6888397305107,17.36
Driver_504,117.4289789406258,177.52588307883272,13.15
Driver_505,57.72009337491684,179.15175418600276,10.31
Driver_506,98.99708416192809,327.6595602363273,18.28
Driver_507,546.9012091376151,178.7374275891671,8.54
Driver_508,314.45645223812693,245.66816937644117,11.28
Driver_509,685.8242587356293,58.15867505616776,15.92
Driver_510,528.7605500704159,362.74885700108564,13.65
Driver_511,277.24277139035763,341.26914668521977,10.51
Driver_512,567.3952471979605,130.84624388322737,9.21
Driver_513,71.7701970626157,19.978119022800982,17.53
Driver_514,515.0011359541728,543.3374315439062,12.19
Driver_515,38.9569770755657,448.16467457931986,15.3
Driver_516,499.7062525050659,380.25490715776425,14.72
Driver_517,471.4693705001424,166.35240456411964,11.64
Driver_518,416.48100347477884,537.9357114463015,18.97
Driver_519,72.7102834127111,539.7155061040382,14.43
Driver_520,665.8774666503575,213.6159605417661,14.19
Driver_521,381.1004042863409,421.13052846801236,5.66
Driver_522,177.4458645749799,201.5477005725248,6.27
Driver_523,310.24813859979145,561.7322136036046,11.26
Driver_524,79.95006506461175,260.3167087039334,18.36
Driver_525,114.84114425220207,467.3970042736416,7.97
Driver_526,627.9278755555345,417.31980374906124,15.72
Driver_527,397.3006882329435,462.9089392625867,18.47
Driver_528,201.47935819113317,349.54815749852804,18.12
Driver_529,468.9095399947774,545.2668970867509,19.53
Driver_530,364.67023709751004,257.2111621653467,17.43
Driver_531,279.02551651759376,71.85297189135747,9.71
Driver_532,371.48040730906416,584.0542821137583,10.68
Driver_533,234.73073822297786,46.60457935809353,11.86
Driver_534,511.1593126239066,435.5908590459212,6.31
Driver_535,622.2315164835522,560.6331831524544,13.36
Driver_536,33.93661028281828,588.8094488280145,7.67
